% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=867434, Mon Nov  1 10:28:43 2021, <python>{}</python>
260 2600 0.0009907722498776084 0 0 3.922465387424637e-05 0.005449869925538799 0.006884242950872964 0.00545340665157102 0.0021216518491616863 8.106890605426875e-05 0.0007994366780105313 8.203139154321615e-06 0.00021949006556462347
261 2610 0.0010953665215212227 0 0 4.076515986035181e-05 0.006305036638101884 0.007863166701300295 0.006315586827087379 0.0023734123985469377 8.759940177843909e-05 0.0008637532258823262 8.911087385876657e-06 0.0002466194248929363
262 2620 0.0011014131819191344 0 0 3.983029839213691e-05 0.006292169523394162 0.007796892926035859 0.006312242670295272 0.0023463170305730295 8.911120070773649e-05 0.0008536621019029197 8.577481367886038e-06 0.0002465496690880053
263 2630 0.0011210851359721421 0 0 3.9337615144215466e-05 0.006840975185781638 0.008437587533425094 0.006867755491675171 0.0024571699316745794 9.070179115590636e-05 0.0008748132908767183 8.53799142278544e-06 0.00024159163718581495
264 2640 0.0012979761395665282 0 0 4.842622310919903e-05 0.008986021680197158 0.01087713477745815 0.00900434287528969 0.0030022766728796434 0.0001053866431564735 0.0010136292186392563 9.71664283845392e-06 0.00027647082164320683
265 2650 0.0015721449839715261 0 0 6.0061319331702214e-05 0.011785021119930354 0.01420368597863914 0.011804912347267604 0.0037963148287231104 0.0001285091839352448 0.0012490859616949592 1.1800361886259898e-05 0.0003254936062138401
266 2660 0.001725609674044937 0 0 6.431069665938179e-05 0.012407386117941878 0.014909531479792812 0.01242559888973953 0.004083459326779704 0.00013815192156576805 0.0013222797247632687 1.2907904909245518e-05 0.00035509870272856965
267 2670 0.0017505835048588804 0 0 6.359466172905007e-05 0.01271364674459753 0.015314766412749646 0.012733011017224296 0.004095353508823658 0.00013678410732650753 0.0013854905227020013 1.2983384282936392e-05 0.0003572086808631704
268 2680 0.001856594085783465 0 0 6.643178018102893e-05 0.014030576165475254 0.016963114186238602 0.014052745039640541 0.00433973571367263 0.0001439491106722875 0.0014601258166274799 1.3717540423191497e-05 0.000365678625464014
269 2690 0.0016859512873266664 0 0 5.855177963677068e-05 0.012404182925596354 0.015003688171784643 0.012426320347327088 0.003912563472686728 0.0001292767765200956 0.0013136666381753197 1.2370243207355764e-05 0.00031583497233116987
270 2700 0.0015337770736692294 0 0 5.271749079715227e-05 0.011064583785105404 0.013340589700496272 0.01108518064187125 0.0035287416855996506 0.00011702068821739575 0.001190666004627057 1.0878780355086122e-05 0.00028734865205059135
271 2710 0.0013916292478399015 0 0 4.573103957588003e-05 0.009292039783832216 0.011178885303169394 0.009314723671079557 0.003087241897094541 0.00010454918116385836 0.0010853020533983194 9.751303291060024e-06 0.00025597857571494866
272 2720 0.0014919234799509592 0 0 4.7622256359733096e-05 0.01101292168401698 0.013219070667081992 0.011048324412039944 0.0033733840267722278 0.00011265739736794286 0.0011636655618880514 9.897890822757352e-06 0.00026873226557625347
273 2730 0.001522689537236225 0 0 4.9040381918539117e-05 0.011865312664949912 0.014189757849317662 0.011897598051306335 0.0035838152502624225 0.00011404473056728152 0.0012307318111776057 1.0096662143880476e-05 0.00026754111657096565
274 2740 0.00162076269535736 0 0 5.1379540793628083e-05 0.012628405046564196 0.015127080339155384 0.012668513703353318 0.0038825189015702223 0.00012380501463676982 0.0013831391904418394 1.0699705656320785e-05 0.0002851694424923132
275 2750 0.0017083070602207924 0 0 5.431660864711668e-05 0.013817140613145365 0.016397043106296322 0.01385831851307922 0.004150765251718051 0.00012980435406677264 0.0014326874094661118 1.1113322057128077e-05 0.0003003715698846862
276 2760 0.0018758920699333374 0 0 5.933301472121927e-05 0.01638717085973295 0.019229502305809273 0.016441445449003913 0.004783989324020144 0.00014553909045869753 0.0016267507475119698 1.1954108830833344e-05 0.00033173938559978095
277 2770 0.0021406500367664926 0 0 6.526604712738212e-05 0.020878851967124815 0.02438155540105761 0.02096322295986837 0.005913716216452124 0.0001749987924376889 0.001987811929772438 1.3546531724873174e-05 0.0003632091379977512
278 2780 0.002404961709662543 0 0 7.327989549763002e-05 0.025269743945989014 0.02944087457359111 0.02537113388587164 0.006972491593647788 0.00020042528355596246 0.002322901059787789 1.4658404472350089e-05 0.0004051683021872223
279 2790 0.002896916993010244 0 0 8.818361251036749e-05 0.031131132745432534 0.036122405778590494 0.031243591133125564 0.008546438295591154 0.00023274906311412946 0.0029003414314323437 1.7779683832604336e-05 0.00047094820366771367
280 2800 0.0035947824848235215 0 0 0.00011006714088883592 0.041006939944996955 0.04717910307355615 0.04115426232310187 0.011078885213796985 0.0002960065483740778 0.003647313978239825 2.1688702961923917e-05 0.0005838054893109147
281 2810 0.004057883583590059 0 0 0.00012075358429082632 0.04586890401063774 0.05280428749167513 0.046034688674177225 0.012442264156553492 0.00032786796291417155 0.004179803934925121 2.4335616640076742e-05 0.000649678492163012
282 2820 0.004468278013512953 0 0 0.00013334960444943462 0.0512326794274357 0.058931273422035184 0.0514123503662139 0.01398352461294006 0.0003586395172926732 0.0046166599063750735 2.532438591502694e-05 0.0007100933604171626
283 2830 0.004993226016399816 0 0 0.0001467352057352874 0.058304235860090314 0.06663422140161152 0.058512126858738515 0.015898297869022766 0.00040003286654639175 0.005125457145280031 2.7906582956296374e-05 0.0008026753279936344
284 2840 0.00575167994911205 0 0 0.0001756007173221092 0.07141881585173188 0.0814865125197322 0.07164867740495498 0.019101382808326826 0.000461043500105267 0.00637406339211115 3.154934758930477e-05 0.000920251424859119
285 2850 0.0066615040460537315 0 0 0.00019898273815089663 0.08656760462016524 0.09798601916808439 0.08685019602540185 0.023124784928579008 0.0005369450131467397 0.008022999443975968 3.6376379181833215e-05 0.0010358141178188392
286 2860 0.007431353368363051 0 0 0.0002266642977409635 0.10429200510785192 0.11815068534950847 0.10461401005102088 0.02852919979603863 0.000606825989506368 0.009639299847701694 4.058825931897183e-05 0.001125284694230206
287 2870 0.008678551861391522 0 0 0.0002612009182435965 0.12490912882549143 0.14144561860332755 0.12528609315789166 0.03436870593900683 0.0007059012625223811 0.011833237705986708 4.7529928376041677e-05 0.001305093672485951
288 2880 0.009856915206248226 0 0 0.0002880364363306641 0.14176583632020348 0.16004237086831968 0.14221611583838473 0.04035045792627013 0.0008092746918034998 0.01393545042871794 5.1968414354591214e-05 0.0015140251454805406
289 2890 0.010460403787861243 0 0 0.000294545570767034 0.14997032863022336 0.1683122608027523 0.15047402172239968 0.043692667988681023 0.0008656206580870096 0.015027070097309029 5.571526804110042e-05 0.0015990351074895008
290 2900 0.01058576970645022 0 0 0.0003021793305615264 0.1504866346548476 0.1689412063375448 0.1509776529874891 0.04435577833514535 0.0008655782840844976 0.015380587618208898 5.449360050654961e-05 0.0016107948270601769
291 2910 0.010966466703509481 0 0 0.00032383199882234033 0.15807544899549503 0.17706101488512516 0.15854367172322525 0.046944677533126124 0.0008767941954783996 0.016433223318039356 5.39093141124948e-05 0.0016389896096949518
292 2920 0.011067210452489665 0 0 0.00033048960018661953 0.15549065341541773 0.17430708057256938 0.15591096893281045 0.046107369352752926 0.0008465620807572942 0.01663375618086378 5.202957438722279e-05 0.0016365793530012944
293 2930 0.01105369185651538 0 0 0.0003374399574576425 0.1555379974717379 0.17382155205914107 0.15591522081735 0.045227852302584554 0.0008163298530478427 0.01668556597742099 4.9990300417970896e-05 0.001568075831571578
294 2940 0.01260059183466416 0 0 0.0003814299900162535 0.17988455555577976 0.20041512371654996 0.18030730277309878 0.05195042955275945 0.0009211693917243123 0.019904961987669053 5.770829343883786e-05 0.0017682072589683595
295 2950 0.014216592022631454 0 0 0.00043081471971458503 0.1945895893770079 0.217636046690567 0.19498693379807988 0.05595484220104266 0.000989825245356568 0.02235875736712333 6.525207375940646e-05 0.0019663178362691386
296 2960 0.013240104272821747 0 0 0.0004013887394825634 0.1786347969143289 0.1997476526776631 0.17898859725753624 0.0508698796574252 0.0009128397257565903 0.020563626943647155 5.9748741311628136e-05 0.0018244173763579865
297 2970 0.012320566711558097 0 0 0.0003602568837804477 0.15911652321378475 0.17707026707047044 0.15944689445702617 0.045077196576371284 0.0008335041467284207 0.0185220783898526 5.516419639708061e-05 0.0016919490800106284
298 2980 0.01164999737446705 0 0 0.0003386897732156437 0.147841576356718 0.1641102090271333 0.14813325793612833 0.04131570319703137 0.000764895022520454 0.017817701772068487 5.156463795421888e-05 0.00160192219058419
299 2990 0.011497132761655931 0 0 0.0003173844725168655 0.14109941237837237 0.15632940590694772 0.1414041536483462 0.0395440050472014 0.000748911962096145 0.017425007564187515 5.0982651115919144e-05 0.0015394137766394694
300 3000 0.011251847795147934 0 0 0.0003009581573339018 0.13388038380622894 0.14734605837479717 0.13417189968064258 0.03745098971344858 0.0007192743568511602 0.016623475749769787 4.97976155961061e-05 0.0015167837129118926
301 3010 0.010792809966000225 0 0 0.0002865770972453461 0.12709838186725608 0.13976526738435224 0.12738926568317926 0.03556515881700209 0.0007021928394008403 0.015699212036388084 4.577559709587739e-05 0.0014814148767669762
302 3020 0.0097388865995349 0 0 0.00025029384354962654 0.11592367474198867 0.1273306009183018 0.11619237835438467 0.032326471263930026 0.0006190504501819655 0.014246032826764173 4.046148783511239e-05 0.001331832192846299
303 3030 0.008738138963546934 0 0 0.0002213150996862546 0.09645929570075593 0.10537393882954915 0.09666030095035431 0.026795751212614245 0.0005234011346752715 0.012221198065194824 3.640501882813108e-05 0.0011928514373279028
304 3040 0.008173784294295805 0 0 0.0002008480846912282 0.08939519403091523 0.09762027892183692 0.08957904607715039 0.024620285348938675 0.00047134619261660955 0.0112941918902871 3.383986775975542e-05 0.001101939715001887
305 3050 0.008463455465841336 0 0 0.0002073317870400239 0.09568595317734578 0.10499767777427062 0.09591793442015002 0.026437311242030238 0.000521435998732099 0.011949415181973061 3.5692765890438143e-05 0.0011175588135849503
306 3060 0.008790742090601884 0 0 0.00021497322690538793 0.10016390272245179 0.11009304573552069 0.10041367487975396 0.028002939069651817 0.0005470271127742263 0.012960331903652778 3.7915585254007094e-05 0.0011582697685424722
307 3070 0.009094668945695574 0 0 0.0002210052538643807 0.10348711397932438 0.11396354569857096 0.10374682613449952 0.029214034237634554 0.0005661681337599987 0.013625408331060983 3.876380619600779e-05 0.0011934315143315233
308 3080 0.009787945541944478 0 0 0.00023606347743200073 0.1113941943307779 0.12269161510873725 0.11166413968033498 0.031883995350411004 0.0005950993571582197 0.01460590823200093 4.056591473755182e-05 0.0012832174466998023
309 3090 0.009904553508574028 0 0 0.00024120781547756198 0.10981958317827749 0.120886835421777 0.11006608655732505 0.03201443191107104 0.0005843437667155024 0.01437808575779112 4.069064813469184e-05 0.0012964629588278463
310 3100 0.009653087809960745 0 0 0.00023087416638288194 0.10443792015054934 0.11509690870291005 0.10467331304689266 0.03081090986632376 0.0005602129257318163 0.013775144171085848 3.950466690519202e-05 0.001251050167567857
311 3110 0.008262525046224793 0 0 0.00019376048374258702 0.08857396944876757 0.09738835693718062 0.08876571635040595 0.02581807622070614 0.00046513836484329097 0.01169373591190722 3.276555194313816e-05 0.0010638443721382995
312 3120 0.00810460752418253 0 0 0.00018292827243032218 0.0829718548753433 0.09094689976286427 0.08315675852299027 0.024001491701766162 0.00044733923039243575 0.011193556963723926 3.227367623986772e-05 0.0010367306202761618
313 3130 0.007833653402225998 0 0 0.0001771181993170642 0.07964114646268763 0.08734231973786794 0.07981689076048064 0.023008066054382922 0.0004318393405290585 0.010676260108762681 3.117721755803583e-05 0.0009901675858016799
314 3140 0.008169159915551534 0 0 0.00018254702387520119 0.08068167051315064 0.08856258342733413 0.08084693806018624 0.023351751531672727 0.0004335711957425038 0.01113198160069513 3.310242814766167e-05 0.000995350957763362
315 3150 0.00823034309648056 0 0 0.00017805469940739964 0.07828881647413954 0.08559984242182801 0.07844160215119596 0.022345669774299547 0.00041518649151409825 0.010992534606665171 3.321182850917902e-05 0.0009866778612082172
316 3160 0.008265946881176593 0 0 0.00017337224084681705 0.07679414627752132 0.08418931306321581 0.07695617483221963 0.02263879040666508 0.0004165327728004874 0.010898145631785074 3.298794185907396e-05 0.000962168444646501
317 3170 0.007928462597068121 0 0 0.00016508648966723774 0.06934668820200184 0.07564906363000339 0.06947998418584045 0.020997635397804817 0.00038348250125135866 0.010000568509608058 3.130251115305785e-05 0.0009147068078393057
318 3180 0.008424596049732355 0 0 0.00017104028347460996 0.07749481193017642 0.0851064716979324 0.07766267237640181 0.023317381095415788 0.0004175022621131043 0.011645363509692004 3.2355476604372265e-05 0.0009429259571047419
319 3190 0.0074186000898363485 0 0 0.00014990604795641125 0.06596617579032141 0.07203625586126647 0.0660943271354522 0.020026477491096033 0.00035305839707089445 0.01002001361480939 2.7450619835707205e-05 0.0008235141364680724
320 3200 0.007435991670496955 0 0 0.00014865763202011377 0.0677839520472305 0.07398777245966862 0.06791574496042786 0.020309667272826765 0.00035151937367959194 0.010643864786477523 2.6555791284216663e-05 0.0007875316528873372
321 3210 0.00827901894716027 0 0 0.00016587749992155412 0.07510026405563525 0.08120141443693459 0.07525105005747028 0.022247713687969215 0.0003939334662352999 0.012158653087088314 2.8760770932153682e-05 0.0008690340631394467
322 3220 0.008746996530664252 0 0 0.00017651536976568652 0.08116974190105143 0.08722085796351912 0.08130895527498903 0.02347567532399471 0.0003960248884371731 0.0132354241972658 2.9777501994207402e-05 0.0008988797750296314
323 3230 0.009170268390973022 0 0 0.00018489098280757363 0.08848086616006547 0.09530189317930798 0.08863810392042197 0.024628532564852736 0.0004213872965879319 0.014649451729382748 3.087206843410473e-05 0.0009757608252068592
324 3240 0.008988107506833144 0 0 0.00018280876612704122 0.08840384856256851 0.09531674574546666 0.08856525576734944 0.024290691173983775 0.00042007024227646753 0.014650690498646342 3.0248856073421596e-05 0.0009333460099452497
325 3250 0.009082809150108817 0 0 0.00017856084129639778 0.0885578244387888 0.09540862862482115 0.0887289422750458 0.02409294578631055 0.0004185006100025543 0.014885585934880628 3.026500285305223e-05 0.0009258485432063565
326 3260 0.008875215926846224 0 0 0.00017482840699717205 0.08614788343311545 0.09295483122037339 0.08629888404438138 0.023070562651478582 0.00039572164624766587 0.014579738310645459 3.0385709554010384e-05 0.0008872150555071516
327 3270 0.00823758485395944 0 0 0.00015413667464847224 0.07834910303356014 0.08442802037467471 0.07850159133667987 0.021079563469402568 0.0003654880715019217 0.013278687304950935 2.777134675600965e-05 0.0008046788849725167
328 3280 0.007452998362783322 0 0 0.00013862459651677278 0.07082259352753181 0.07640782004406696 0.07095762865470058 0.01907853729237947 0.00032564861958905134 0.012109159094162061 2.538135323298679e-05 0.0007342024940899255
329 3290 0.0074550079168156 0 0 0.00013981101023448166 0.06968177085061045 0.07540745839176916 0.06980754707594193 0.019117918000215027 0.0003231290986071579 0.012044247802392138 2.5721059750180416e-05 0.0007301508191965599
330 3300 0.007438710440855685 0 0 0.0001401735955846886 0.06920973688904873 0.07490233290338723 0.06933525920244143 0.01907163936285803 0.00032765183734756345 0.012044781849379948 2.558829642233206e-05 0.0007212712337383304
331 3310 0.007917344073947192 0 0 0.0001488195672604686 0.07395981458931604 0.07971417306411709 0.0740845094239134 0.020294240758841738 0.00034184756430422167 0.012826522952055178 2.6337958439699586e-05 0.0007748672190012903
332 3320 0.008010916900327758 0 0 0.00014766651194366947 0.07285385578256058 0.07843626203686672 0.072981270738907 0.019693498448959016 0.00034572137522334844 0.012547437396834978 2.7253671685735628e-05 0.0007837147831384162
333 3330 0.007695037061685581 0 0 0.00013809208261199058 0.06648654425276672 0.07181770789657857 0.06660638436244995 0.017945189999323177 0.00032526246147572806 0.011982572797276518 2.5816263916009426e-05 0.000755308568059195
334 3340 0.007672242718097089 0 0 0.00013709758282949455 0.06749132416339755 0.07265344959480541 0.06761454692945286 0.018420886160655243 0.0003249647497929134 0.01212059924890841 2.548520434149025e-05 0.0007375555200363972
335 3350 0.007343757262393257 0 0 0.00012584987558923413 0.06460347397116861 0.06977823466612347 0.06473137609443658 0.01756372971016779 0.00030625970018216623 0.01157941062155363 2.402371659918607e-05 0.000678967336897517
336 3360 0.006899027663270508 0 0 0.00011659546512953592 0.05629811335037858 0.06098752887837807 0.05639188880524481 0.015310899401691553 0.0002668498696220474 0.01035852047173235 2.1945709988875204e-05 0.0006274838562462306
337 3370 0.006826574814278441 0 0 0.0001115390677718707 0.05715939494170811 0.06149750997976397 0.0572632548815623 0.015269383847816384 0.0002647115699441822 0.010742255103944685 2.149617844548641e-05 0.0006178652670057897
338 3380 0.007670742221859207 0 0 0.00012492343137846345 0.06590740641636604 0.07009694326367502 0.06602857198132962 0.018167474319262154 0.00029826481639554217 0.013012403806561266 2.3632248875066728e-05 0.0006879828047856326
339 3390 0.00901125893272076 0 0 0.00014147916264264202 0.07747919557927879 0.08209213166905668 0.07762887253373393 0.021809022964185076 0.0003478853933483293 0.016019408289995634 2.781691729174157e-05 0.0007948381972257319
340 3400 0.009163767126421772 0 0 0.00013883465021313781 0.07689052450274694 0.08213078016508425 0.0770449784222296 0.02188443244934039 0.0003484989090547597 0.01603173018709547 2.841459152891082e-05 0.000791987830785128
341 3410 0.009745018332437945 0 0 0.00014389555667536214 0.08265197178726372 0.0882816252507458 0.08282702699691953 0.023918605750686557 0.0003687247690110169 0.017592472511660344 2.9721713045399563e-05 0.0008238593917615364
342 3420 0.01014140083230265 0 0 0.00015155857229429037 0.08799053941267189 0.0933577018109822 0.08816934697558121 0.02481528553597846 0.00038069642106066244 0.018461892538488355 3.043150373580217e-05 0.0008500022267227072
343 3430 0.01009227761775825 0 0 0.0001509774734823289 0.0818675193315116 0.08693100804151854 0.08202446435949198 0.023535351056646385 0.00036450545384272224 0.017215369727122155 3.0493589346414102e-05 0.00086381016038398
344 3440 0.009352187001598964 0 0 0.00013649275973552402 0.07422619827019528 0.07894047796555237 0.07436754513177778 0.02133752638571823 0.0003300811305055554 0.01618492412858852 2.8468143187452427e-05 0.000794408730537701
345 3450 0.009054255675474092 0 0 0.00012847407754745183 0.07123205789316513 0.07486260621880529 0.07135654137509961 0.02022245757120102 0.0003037771641260502 0.015807211793374625 2.6103788594670414e-05 0.0007648859535534696
346 3460 0.008591869991081132 0 0 0.00012260828322604585 0.06494585473216898 0.06764136388812847 0.06504686733467317 0.018655784755012717 0.00027729261602378586 0.014676233887720446 2.4730874171533645e-05 0.0007048519192056715
347 3470 0.008008426744731914 0 0 0.00011058588669747459 0.05786944133431006 0.06005355934352558 0.05796367996650757 0.016896991449461777 0.00025518802812251294 0.013523958569988049 2.2776730712044783e-05 0.0006376232021106197
348 3480 0.0076186351993497575 0 0 0.00010147539848995417 0.05429205750034928 0.05725215515785753 0.054398144121270496 0.016161693008332284 0.00024672913643392004 0.013271251201645505 2.1699573973307014e-05 0.0005862667188632553
349 3490 0.007607665617960235 0 0 0.00010085395790060463 0.05394405673582408 0.056826223849634934 0.054052939872461875 0.015891983043726677 0.0002468050759531453 0.013382080019992179 2.1357299998770796e-05 0.0005726074389446912
350 3500 0.0072812159804507125 0 0 9.659591201654851e-05 0.04941549368017002 0.05198021301989494 0.04951074618340358 0.01509476285751705 0.00023116475971391128 0.01260197136067538 1.9613750472990345e-05 0.0005523142039160641
351 3510 0.006695934394384919 0 0 8.891074612181211e-05 0.04540524198833007 0.04728314490104022 0.04549190784368055 0.013693988173526114 0.00021225250119269597 0.011519230603857705 1.7910968479954778e-05 0.0005108143291277634
352 3520 0.006440840700051901 0 0 8.003034426505249e-05 0.04284636478688167 0.044622270150073945 0.04294117896252851 0.012903134350263336 0.000204252865173131 0.010941879762534029 1.6708245395714366e-05 0.0004902332635106517
353 3530 0.006922705488402117 0 0 8.485757084989936e-05 0.04611841236222039 0.04867839038265164 0.04622591117319392 0.013770615760054752 0.0002226401952217488 0.011961920294929396 1.7910496547948798e-05 0.0005095649088253532
354 3540 0.0069059939189470955 0 0 8.53345264147954e-05 0.04578853685582649 0.048480518682968717 0.04588734356347289 0.01400652051582928 0.00021819627793655637 0.011996156695362997 1.7709636320225738e-05 0.0004938248798654631
355 3550 0.007547135316860344 0 0 9.684546640641327e-05 0.05037378314158005 0.05285347620776259 0.05047182408487708 0.015623524637885494 0.00023688504077930926 0.01319144282767153 1.938195114969342e-05 0.0005367341113129558
356 3560 0.00798799448580661 0 0 0.00010447267005533935 0.05409313716259731 0.056360141200989984 0.054190867550132145 0.017094984093901328 0.000249571219653145 0.014213019199340246 2.0516668289780846e-05 0.0005604371662752904
357 3570 0.008273446842582471 0 0 0.00010236854113566871 0.05515775289609159 0.056695073544086906 0.05528406919099262 0.017759484466554225 0.0002650370424572889 0.014630285362551194 2.0850172755105948e-05 0.0005754312973575789
358 3580 0.008494247629209353 0 0 0.00010442917316177395 0.05718465752490573 0.0586477197023554 0.05731878189375595 0.01847330469683316 0.0002719201175043 0.015574605804679693 2.137751256322338e-05 0.00057501555974575
359 3590 0.008459530578748913 0 0 0.000102135364232744 0.05765903873708624 0.058336134290181696 0.05781198036101706 0.01849935253785962 0.0002799126542783926 0.015525008366719132 1.946764164496547e-05 0.0005731480841850799
360 3600 0.009145972069037491 0 0 0.00010955491375278978 0.06328410503557845 0.06279644015612389 0.06344181671851978 0.01957147901980849 0.00029735353593723685 0.017047822825981246 2.1663848780433188e-05 0.0006142886407564577
361 3610 0.009687235782056032 0 0 0.00011920562949319926 0.06702915659123822 0.06507962776457626 0.06719095011309942 0.02115516378644579 0.0003156644756528328 0.01760020729411599 2.2331582813950316e-05 0.0006320263233562666
362 3620 0.009972592355935542 0 0 0.00012318804209430654 0.06814566754190567 0.06553501598563556 0.06830533643192964 0.021861013907580388 0.0003185019756698948 0.018100106531100068 2.271548194545872e-05 0.0006344712317372716
363 3630 0.009506919340960535 0 0 0.00011770453436495271 0.0639216895943033 0.061022774721282695 0.06407174155270844 0.021045909174702667 0.00030263945959761507 0.016949393984315764 2.1117776220042525e-05 0.0005997362386275263
364 3640 0.00933862970006159 0 0 0.00011639390508288316 0.06449446646530041 0.06115420729298794 0.06463703034357013 0.021355935054340077 0.0002931996282474299 0.016989788711274264 2.050215352025567e-05 0.0005776081641951568
365 3650 0.009051801624313871 0 0 0.00011180712415393649 0.06056365853740306 0.05715296984207877 0.06070101564223373 0.020673823831817133 0.0002818845538099621 0.016034690311231087 1.9561726015518163e-05 0.0005695336152576189
366 3660 0.008845415059369238 0 0 0.00010934570660122033 0.05930276773124876 0.056367107143050627 0.05943086814466829 0.020798287632881125 0.00027562681540683543 0.01608783848635998 1.931769210802326e-05 0.0005367098753658023
367 3670 0.008221377415609054 0 0 0.0001017675558028445 0.05447270977823025 0.052070141077458255 0.05458313086891998 0.01923860523629116 0.0002504842384114566 0.014892400806431418 1.773214664349629e-05 0.0004903208166213069
368 3680 0.007928642493688165 0 0 9.808694839079528e-05 0.05137117024287979 0.049089032239316994 0.051470882307060935 0.018496692081582666 0.00023810091108181938 0.014274267447630277 1.7148868961364665e-05 0.0004765068979711116
369 3690 0.008345451439946484 0 0 0.00010409779446215621 0.057522808173940995 0.05371037196523065 0.057631946611267325 0.02049747759973969 0.0002548455481105271 0.015895533057394794 1.8004955961010993e-05 0.0005047188398040176
370 3700 0.007959760453505242 0 0 9.530418407699698e-05 0.056132472077653664 0.05307795095724913 0.056242954448839214 0.01966115629495064 0.00024118285276666904 0.015672283612777865 1.6568037469652338e-05 0.00047748957791728287
371 3710 0.007882699676776957 0 0 9.414129547653967e-05 0.05643886854727887 0.05285636347642106 0.056549941138499364 0.019654306677919564 0.0002398541594039886 0.015728834044332465 1.6481730523904325e-05 0.00046434862149837783
372 3720 0.008662735176659492 0 0 0.0001021404746984014 0.06307846799121686 0.05807312512776788 0.06319768758984523 0.02223497916427298 0.0002595694210285745 0.017519683268959075 1.8037408912389775e-05 0.0005138707536257733
373 3730 0.00946308459022294 0 0 0.00011404591433994758 0.07152825863597963 0.06462056403398962 0.07165480296601995 0.025866521511114623 0.000282986549774564 0.01937306497390301 1.9350356075913966e-05 0.0005603041921513283
374 3740 0.010702860056490434 0 0 0.00012865861226835174 0.0790802428978082 0.0698256801400723 0.07922267676338711 0.029086793526506716 0.0003176776796112729 0.020769503895515615 2.1675525253701077e-05 0.0006305602173110024
375 3750 0.011351252570658943 0 0 0.00013348808143040045 0.08242635280581735 0.07130483678574578 0.08257636978538924 0.030696514475444026 0.0003304739342711528 0.021314784952951138 2.2224697214251356e-05 0.0006628159364171624
376 3760 0.011848796737493185 0 0 0.0001390681716539688 0.08913620078825524 0.0769492857617097 0.08930107582920674 0.03396616304406293 0.00034975920535009635 0.02352369830385478 2.2968185011835876e-05 0.0006735449878960114
377 3770 0.013042738844293985 0 0 0.00015544990194744072 0.10140404116738906 0.08550976635988401 0.10159001297587868 0.039940994621928586 0.00039181382838797364 0.0271052149205256 2.541338123051673e-05 0.0007275435755369271
378 3780 0.013722433510370453 0 0 0.00016158259976644944 0.1046618252240876 0.08721825113573868 0.10486072445864239 0.04196014586785371 0.00041185453809926314 0.02854263905175117 2.674345325051892e-05 0.0007534929542421649
379 3790 0.014906421012921823 0 0 0.00018259191727112054 0.11441170257185002 0.09235280747399911 0.11459743108588209 0.047409314999220534 0.00043525778462351095 0.030887538674685012 2.8988371602670412e-05 0.000814909517330538
380 3800 0.016090900538913218 0 0 0.00019225238319730143 0.12484341851030765 0.10129025055777552 0.12504069214240676 0.0502694964290866 0.00045807787225227875 0.03359447884672328 3.146883340227069e-05 0.0008521274680220891
381 3810 0.01696847148279872 0 0 0.00020383115933901187 0.13552940291291893 0.10900119469028795 0.1357432587731713 0.05384838063864384 0.00048645805976497687 0.036805219874362465 3.353371141101041e-05 0.0009073294775317673
382 3820 0.017192518843926172 0 0 0.0002078433075544088 0.1335415310681674 0.108194850421187 0.1337445124414705 0.05318054047157684 0.00048304078099095426 0.03701818809842469 3.3078909581651274e-05 0.0009197563289201641
383 3830 0.018928707603961665 0 0 0.0002455487056402271 0.1565809067109874 0.12663356168714002 0.1567662648029193 0.06442361522769309 0.0005194556943058493 0.04334654310333212 3.559914396909535e-05 0.0009878774389279325
384 3840 0.024343412064236205 0 0 0.00030984568762975023 0.1959719482789829 0.15727873462899394 0.19622053101472617 0.0838988111682649 0.0006710707109419757 0.054773624389637024 4.5337611456747813e-05 0.0012905241691722165
385 3850 0.026502636868694848 0 0 0.00033727666083791267 0.21211892231755275 0.17013149411737652 0.21238549683926367 0.09195126566971129 0.0007273864137144765 0.05967048291647466 4.8096996902839645e-05 0.0014076448138718677
386 3860 0.028759019558301138 0 0 0.0003473842295630174 0.22925702806290413 0.18360178866558383 0.22960229333783805 0.0979765662418361 0.0008022689507027098 0.06381701173738749 5.129908845754954e-05 0.0015142745518040871
387 3870 0.030452618309495885 0 0 0.00036228158809361775 0.24401464055028915 0.19403445168939615 0.24438852065933075 0.10367568495486458 0.0008432177355334365 0.06716540275036594 5.3496537205574727e-05 0.001595288036817408
388 3880 0.0310684134656251 0 0 0.00033917751975703247 0.23613562198950805 0.1855358779638639 0.23659618534015145 0.09928448034283945 0.0008779842379747781 0.06338079827254725 5.476874884507571e-05 0.001615906034877342
389 3890 0.031997238345126376 0 0 0.00036286387148929886 0.24835564838953414 0.1930671096867715 0.2488189550684891 0.10615344949779364 0.0009112123413299527 0.06613329422434659 5.687688008109019e-05 0.001689485656322166
390 3900 0.029367978006453726 0 0 0.00033157519823081313 0.22124410290831503 0.17197702111481405 0.2216485651253349 0.09660961385893253 0.0008164632333513833 0.059285755590392133 5.2584818330793716e-05 0.001529684308550514
391 3910 0.026030185461005585 0 0 0.00029255255174160137 0.1948593921799323 0.14978477848803814 0.19521485986297926 0.08604984049273276 0.0007212877543105538 0.052132482767260374 4.649147306590168e-05 0.0013132178957486495
