% # columns="iter, evals, sigma, 0, fitness, xbest" seed=867434, Mon Nov  1 10:28:43 2021, <python>{}</python>
1 10 0.9171531135397799 0 48.35843447805561 0.7618663666282633 1.546572261013942 994.2240201500721 -0.910298770604257 995.1812975800582 -0.3866333917550672 496.70913635367015 -1.496677229466087 2.32961020312614
2 20 0.8748984185105708 0 25.130488940566558 1.7009938095637105 0.26297654702045137 992.7348693252743 0.2606545608947082 995.8640421922904 -0.7933264200855942 496.55769432497885 -1.337867371123004 1.2841783528671566
3 30 0.8232644140030434 0 13.267426911293494 1.7230154671649762 0.7404609477907291 993.9764801822421 -0.685158507457829 996.1596506490329 -0.7030918325456631 498.00052181567855 -0.47115105092448295 1.762857942466895
4 40 0.82113477283779 0 24.996416266944458 1.2222987188797296 1.4703882058284108 993.3933257294083 -0.8363779265329471 995.8838579936373 -0.8945336109735311 496.8084827918196 -0.02428925384145647 3.531202484927169
5 50 0.7747913160252545 0 92.66589044159674 1.2553154669006261 1.2365188052878748 995.2731071721064 -0.6551750852406872 996.6268960378999 0.11128915146649204 497.7252344508892 -0.9660420333139614 2.410239698789942
6 60 0.706225502102052 0 25.49584160247438 1.4204300736363236 1.174199082102901 993.9783343761903 -0.7523578775347708 996.9285393581939 -0.32500278462495263 497.7872072787974 -0.6202461499111533 2.4456358712131965
7 70 0.7443443274762153 0 36.58454000894116 1.5428773048796334 0.6969371900213877 994.7036528241665 -0.809450236080764 997.6899197448636 -0.47111627072364753 497.55775545404896 0.7410633697196232 1.5543061823156474
8 80 0.7360932752051808 0 32.29795480698238 2.0348843545441335 0.48435660755720344 994.4619683846772 -1.0000243530819717 997.6700033611579 -0.17229497284694767 497.5626320708317 0.06430033203143916 1.934698654040133
9 90 0.7158429016889835 0 10.809136292281295 1.0883647359075805 1.977387269050234 994.7022118043486 -1.518949941971953 997.3235424383903 -0.24121365996714758 499.06186815738914 -0.8618876260089886 2.570008311592196
10 100 0.7159452403802857 0 18.38858683285761 1.4090584282022638 1.1408523816005445 994.9464753351108 -0.9222833580661612 998.5665269728363 -0.6167813675267309 499.1537204245431 -0.473474287972134 2.0512293395883368
11 110 0.6820798334787959 0 61.21591174484319 2.2856251432911536 0.4113569820027727 994.7678018097396 -0.43201729152023194 996.9990140383361 -0.8034861467679176 498.247104584531 -0.14019438038173962 1.2973034113127253
12 120 0.6631328620819901 0 13.35550658275409 1.6299148057000512 0.6399801527047966 994.8009703100264 0.18926103669577626 996.0547429336633 -1.3096889992783525 498.07615337797205 -1.2804302510886614 1.5202348583293694
13 130 0.6009004069003371 0 14.54312972944816 1.5157997462614936 0.38611600661267537 994.08738923563 -0.027452481721339517 996.5871231653747 -0.812059687962722 498.7962477818083 -1.1532321157790761 1.3307242444696865
14 140 0.5967615126363823 0 19.707462144855793 2.297370680893321 -1.0370242491203527 994.096890012283 -0.1876843186628737 996.6058517364521 -0.007253334969468228 498.6813983044405 -0.2951353063291202 0.6145552917730827
15 150 0.6046892255507668 0 23.874410549925734 1.5421540961586628 -0.34448382053751175 995.5013466644527 -0.20848585941397846 996.0965267304551 0.02082874209297586 498.48521480180193 -0.8498151519896622 1.2708217057618008
16 160 0.6134460212527522 0 14.122326071700302 1.293537139316986 -0.34117440302168783 995.1855555168638 0.8682998226324516 995.9007221881485 -0.7148833092933244 498.2693929463237 -0.315494243619918 2.19856923648907
17 170 0.6325407681316838 0 9.519247774253046 1.875489302678815 -0.5829534610216132 995.3165752967273 0.23458338156044156 995.7453555324855 -0.37004637777146177 498.16139741850003 -0.7253229947106342 2.588570215567413
18 180 0.6537534658577128 0 15.534887105221948 1.337341712399046 -1.1283875281204492 996.0216912972838 0.49993135006934614 996.7419032087743 0.6594185501385771 498.93618141911304 -1.398731858039242 2.137989659649349
19 190 0.6282172664665202 0 13.625757388942919 1.919313196627877 -0.8486608225444989 994.727599428445 -0.04905900950337461 996.6950852792783 0.17380621607708238 498.43059821370235 -0.3439471449947151 2.0275291780234683
20 200 0.6251664358916321 0 14.087410746679323 1.89590484773709 -1.7674615393867144 995.9870549110545 0.6003291947991709 996.3218455979966 0.782419623205277 497.99803384655536 -1.4393495246359906 2.430272796555933
21 210 0.610711609067753 0 18.159648505570022 2.266197945561535 -1.3360496749604427 994.9123379888119 -0.20032512355337137 996.5197148876179 0.44611562069723565 498.92527553601474 -0.08326324792952244 3.4598135955837215
22 220 0.6352411266392456 0 14.585267340880094 1.98901501906477 -0.6155276569730196 996.514715278801 -0.5178201872518867 996.5175389535239 0.6156398720214107 499.48809559832284 -0.9363047683081809 2.6710615188997364
23 230 0.6422834167997614 0 11.233002177966698 2.1945462227755392 -0.39563981135622606 995.574813354862 -1.2827628569381884 995.6753577287216 0.9746756658174347 498.270880062102 -1.3990821025796616 2.9625409798943148
24 240 0.6279273466965665 0 13.80692193291832 1.7820552547634145 -0.9606325602107144 995.2277026466 -0.3800791061360808 995.3441814597301 0.7883703911566978 498.9255584003802 -0.4540108196424588 3.109100710372166
25 250 0.6323242269211985 0 10.167243844970756 2.175594835337254 -0.8753274428872503 995.0291443171405 -0.9042372460674111 994.9899335769433 1.0258933721338492 498.86299236001565 -1.457409627206106 2.5755353810267145
26 260 0.6403181852277637 0 17.42398990109656 2.036729598805281 -0.8751855961398315 996.909597231269 -1.2862954697557722 997.5222703958616 1.5260277895937748 500.04960043828646 -1.9919101554021197 2.354756493925888
27 270 0.6119060437574384 0 13.002123961438171 2.128348875604798 0.2562115236836535 995.7843313079034 -1.5166481924188546 996.4372733242169 0.3056996911014985 499.6248981304188 -1.2788442414468837 1.459741753066869
28 280 0.5272195891181194 0 11.777065797233435 1.4896387380842742 -0.6515732433197237 995.424426360976 -0.2610334441641856 996.56760701931 0.8685412592147206 498.81604741645737 -1.4321057382115752 2.802448779898943
29 290 0.4979168600998045 0 11.008032371815403 1.585147031374499 -0.16433585005945095 995.4763313904817 -0.4847147102673126 994.9570044632213 0.36598790336306786 498.39347791924826 -0.7845374652723848 2.232892078441788
30 300 0.4778049562313795 0 11.767235372477261 1.842348547382605 -0.32354900854404534 995.1597038875386 -0.7298495302182986 995.1685754669883 0.7037999003513657 499.41581894392067 -1.3203366409184543 2.647009796461227
31 310 0.5055582152125017 0 14.22538223889554 1.9806500629170851 -0.3561616458437229 996.1643839572321 -0.4653966481273744 994.6973221741941 0.22980482655583756 499.39610702670393 -0.772715026310177 2.3520621987749815
32 320 0.45781880094987776 0 11.194606340983261 2.0928569451727244 -0.4326559524260256 995.3348830669512 -0.6899393874638313 995.0525693490615 0.39382019851984607 498.81108783235203 -1.0308986014704886 2.310842161279017
33 330 0.4411994166303695 0 6.518337896764235 1.8827214225845414 -0.04452963393767334 995.406528195445 -0.7522678649921701 995.2981242454862 0.31827845117333653 499.2749692475706 -1.2890607686560533 3.3028056011257085
34 340 0.4336973460661763 0 6.8970824380976845 1.8759744446197248 -0.22491489115728658 994.9975629095632 -0.20839295138243358 994.8011827369501 -0.14914839116561748 499.6848016365617 -1.1930283835145636 3.3064912267504987
35 350 0.47028837709158355 0 5.862685416946419 1.8430809417353577 -0.2890601611352062 995.3883444324289 -0.5736283185517892 994.2450084958389 0.4882238104850687 500.1931087501957 -1.175758630266468 3.8931646862521223
36 360 0.49657482188365165 0 6.505202700006689 2.137119197799375 -0.6708344009144467 994.8691102981189 -0.9851903934622154 995.7866442222648 0.9702208412541535 500.66240980536685 -1.2452780376694526 3.6483726542779533
37 370 0.5387712915651578 0 5.925304532030862 2.168505666443412 -1.4374242508489752 995.5522606225322 -0.8700135361875113 994.7097958685051 1.5449888005941919 499.6659157249947 -1.1941914419206323 3.7931904030436243
38 380 0.5338908117041296 0 3.6411254439445235 1.893302680892589 -1.0958515109284068 995.2723010278837 -0.46609318486997087 995.1824688417936 1.1083399717106313 500.5317598560251 -1.202540062125292 4.854771193239436
39 390 0.5429345910783331 0 4.609897525737739 2.129347427381062 -0.5698777127547424 995.5912681371955 -1.0986084720334401 995.0831570895698 0.9013171722828375 499.4090146377928 -0.7826657682508521 5.004233220406437
40 400 0.5601137614795516 0 3.3605252047724004 1.85410355269024 -0.13559756672399703 995.6725386734444 -0.8405599719975144 995.6328677528144 0.5189120831967198 500.37040667665207 -0.9979420346320439 4.583915687685546
41 410 0.5392629535017189 0 4.1807656542482015 2.109513607530416 -1.058057022897631 995.5528355479614 -0.7398814427054876 995.7627546454162 1.2305936311421741 499.9728618110484 -1.1178797351509073 5.5265506031570855
42 420 0.5383682322815271 0 1.8891885610207841 1.4057216705110411 0.3214903137743733 994.8368096304447 -0.07624326324756325 996.0894056300064 -0.19659395745191377 499.7017578689552 -1.1523541940501418 5.478869160116036
43 430 0.4678903096490516 0 3.554059173132111 2.030413464718903 -1.0119483998871897 995.5389485289445 -0.5049042790589782 994.3009696994485 0.9564367829959387 500.22448812168585 -0.9455592027141909 5.549654441458157
44 440 0.46554878548137985 0 3.4388938071633945 1.9229169388160603 -1.0044518576922041 995.4167198432494 -0.4593984765022869 995.0619925216076 0.9578864850745712 499.0746548314284 -1.2208718490020454 5.053235545352987
45 450 0.4496126449138785 0 2.8189868525764004 1.9822834466161785 -0.8410685585428908 996.48907044885 -0.5773960553916639 996.0709137597552 0.8523028890060258 499.73074520743864 -1.1545012978312064 5.243524938480194
46 460 0.4962643964565295 0 2.8910685141330394 2.3607573743932804 -1.5954425587875705 996.5738875610266 -1.1988921720351517 995.3738728933656 1.944127948288565 499.4117299642666 -1.0832652708628285 6.015375905238958
47 470 0.4994749778764102 0 2.8179658397958627 2.207315870074839 -1.4865962502337389 995.2003336850483 -0.5185854491618167 995.1742188260249 1.3295059444316897 499.6420055009071 -1.1483682535650843 6.245218152239195
48 480 0.4613285064692848 0 2.8614722342935672 2.3147109392212735 -1.0622948831379129 995.4029107737263 -1.1192427080547462 995.2227018758101 1.3354437847194365 499.2781237368556 -1.0573021758224987 6.0866179741137705
49 490 0.45740195878048284 0 2.8525850820917213 2.2931667700361844 -1.2457808502053005 995.650460353855 -1.3834198343686281 994.8399390582811 1.9220552451628516 499.44980370926953 -1.3706577556169437 7.194913029553387
50 500 0.45507250078565187 0 3.9534635031516143 2.120192249495598 -0.6011358469343159 995.4162510479655 -1.3107640306566941 995.2717811858722 1.357132906291595 498.3024997511595 -1.0974312878980474 6.030621532305249
51 510 0.4243989504443818 0 2.125137939053248 2.148893225916853 -0.8536265554336202 995.5774642897911 -0.9785452894164278 995.7756683562571 1.158076113098002 498.6216350278727 -1.1548179000577885 6.463638025494316
52 520 0.40887412308931964 0 2.656010535531119 1.9212106729287313 -1.14338063678239 995.9796980325348 -0.16181494532172824 995.74591716957 0.9085686380153489 498.835035222895 -0.9093533104945682 7.3700134525581875
53 530 0.424033833861427 0 1.7760970627792994 1.7163960603586499 -0.4836304362247872 995.1794068362274 -0.23044599941036115 994.3979363295218 0.41984304034450903 497.9568788551993 -1.1134139110858676 6.807239518214852
54 540 0.44641360291710075 0 1.1264414151046416 1.5943006441350567 -0.6327195711595978 995.6861449989397 -0.14353207318509237 994.9708117395933 0.6524068053841849 497.77752161243177 -0.9496825561326604 8.163594179330127
55 550 0.4421364738323065 0 1.3912987892715025 1.9111176266298324 -1.32919623900811 995.5260281425965 -0.3297239806196964 994.108782378977 1.2709493308302087 498.25203841805035 -1.1772598427283714 7.740610415637899
56 560 0.44559207813060364 0 1.9155452414186338 1.8628738983332342 -0.9353460101887551 995.1620973531278 -0.6857842698679152 994.0771057001377 1.2985930424726415 498.10825358468935 -1.2410325984720263 7.263678080072743
57 570 0.465011131494511 0 1.6246706915235147 1.6693938057291862 -1.3503819189555302 996.6092480285198 0.2000373456278094 992.8747168890922 1.0264484456693896 498.2938004277108 -1.1877625159185332 7.7474073002949195
58 580 0.46487747869245905 0 1.3787876993315666 2.128602624657554 -1.387687199040233 996.4549746896614 -0.6364461262856829 992.4345427418082 1.4596252979510647 498.66904993589935 -1.108977947934688 7.824829336887623
59 590 0.4648475846274353 0 1.163930004909247 1.885233292290124 -0.6588522206613497 995.5842827877062 -0.8888060368681212 992.3959805966155 1.1678823401290148 498.09920089151314 -1.1246643987970935 8.1676621900921
60 600 0.4823742490690217 0 0.4658129118480081 1.8378553611136312 -1.2682531348810646 996.5907146687895 -0.09109205505123064 991.5603323461157 1.0765734584061055 497.7609610682917 -1.099256982711859 9.402076022756692
61 610 0.5091424711899817 0 1.0031169157209157 1.748438389640811 -0.9794432674967171 996.7393156590891 -0.3874468902756326 991.1375339907677 1.2492640877659162 498.0395319182926 -1.1923081166308678 10.270908221385497
62 620 0.5255966933571189 0 0.59922370198344 1.56979281213393 0.0004958651703064199 995.8524130032498 -0.4435710673553527 992.4845646096493 0.3262949307111661 498.3957565539521 -0.8314234563228451 10.123045513199582
63 630 0.5163407526045842 0 0.29339479417276154 1.491266528768821 -0.4378755160808535 996.040652339287 0.2258531790193039 991.1796236894984 0.18680448806669325 498.2331045078525 -0.9240148914685049 10.38091281128047
64 640 0.46692857936760923 0 0.4602154978682355 1.8489795769698074 -0.8806856279634816 995.5706452143003 -0.6585582730280931 991.577153282898 1.249015630332685 497.82298868283743 -1.017533029062968 10.365475832151786
65 650 0.46168011638637185 0 0.33838595760096835 1.7823797097893261 -0.049170260507461316 994.3618546541131 -0.9140710395644056 992.1242812851748 0.665883416704868 498.659884895156 -0.9446188064362482 10.002050835171211
66 660 0.43091501828488776 0 0.7527446783805919 1.789692856974813 -0.7122675686640465 995.0405317346996 -0.07686508209826659 990.6267731666022 0.47338989129681225 497.2511143981934 -1.002688004512891 9.611771159585585
67 670 0.39867530610211416 0 0.4542870362784266 1.645843526304245 -0.14603938820597842 994.3777482027156 -0.6593261776591435 991.5447623522155 0.675413569350928 497.8743137188531 -1.050270029127154 10.124601643214044
68 680 0.3887664553653042 0 0.43834301524296043 1.7973361183828236 -0.47722401097693523 994.6920783308793 -0.4263022246651803 990.6360378279192 0.64508964175243 497.7606913195856 -1.0244206542848588 10.71633227304529
69 690 0.3718083862221152 0 0.16828772393055208 1.3483789079673643 -0.12131502733072652 995.1977666242308 0.2561250271141005 990.6538140256017 0.015572290273697997 497.03286179823675 -0.9334973395176409 9.838945413531219
70 700 0.3557788275489155 0 0.1023799589266652 1.3066427338983988 0.4563004913127383 994.4215351383368 -0.09573367981107676 991.8687860518643 -0.17766534933392633 497.7169071991143 -0.9774018177647936 9.4176306301691
71 710 0.3568551663894889 0 0.19393309886561952 1.3955823795044597 0.509473833820495 994.254343505437 -0.3900926945969228 991.2221760811215 -0.03378546186655002 497.82993394724684 -0.9956549225034871 8.97245604039093
72 720 0.3140671680637685 0 0.2010720421166401 1.415858139420458 0.17931147854441032 994.4366630534362 0.013191234481851166 991.3996991668566 -0.13481864041985053 497.82209352679064 -0.9663737292961144 9.345802673771477
73 730 0.28004288174973935 0 0.16949772630592222 1.4089046920501447 0.18985867978480656 995.0474871030415 0.02985686409948573 990.8785846056653 -0.15262572896413915 497.45973814643014 -0.9397370029050974 10.366695584482823
74 740 0.24496920022930227 0 0.17008336579158861 1.4565937841506134 -0.061418914143147346 995.1289411659378 0.05529976536076353 991.9543442815403 0.033433860478423394 497.6624227516961 -0.9302481909179174 9.47843164049349
75 750 0.2356799283206133 0 0.08437482942801493 1.4175447475439218 0.025317933526623718 995.595682858626 0.006348992812899107 991.7539487639584 0.06142867251314632 497.8853024268998 -0.9867613393832041 9.807567790447232
76 760 0.22357828440028954 0 0.08994111148365662 1.2910189234188545 0.1990894053138611 995.4762305656241 0.2246672852946028 991.1873616459708 -0.2275299670373502 497.83448023258984 -0.9162335357080384 10.016866526211784
77 770 0.21965393586693027 0 0.12413803430227746 1.320912168347988 0.11793897777152923 995.108865035229 0.22554348261468699 990.248652393372 -0.19137771397693717 497.78003208499234 -0.9377780319973671 10.428723261215863
78 780 0.2001919039074603 0 0.08757575815206559 1.3323917614325436 0.009390906452961145 994.9839961329751 0.32102034418151176 990.5829708722339 -0.18771853606757666 497.7565865296575 -0.927898652178857 10.391246962407388
79 790 0.20765607112583936 0 0.024895433473621775 1.2363607795960436 0.0009409679205614196 995.5305745419554 0.5406653268071877 990.3606820116585 -0.2711230845041422 497.5593773604393 -0.9510069239603147 10.811577277798738
80 800 0.21093466232704097 0 0.02731719914160478 1.2790257979496442 -0.011607052617868742 995.5260508452307 0.45086056046193906 990.6546537943244 -0.22224294945247935 497.4501555037164 -0.9276707601898867 10.738874484867722
81 810 0.20268663414607477 0 0.03576749481548919 1.1835567203747868 0.27237583545544186 994.9700787286944 0.4641206191025342 990.5250640246948 -0.42932316754950234 497.5071032488718 -0.9321472764705495 10.82605535196366
82 820 0.19848447605893133 0 0.04464234943534929 1.2411315382151455 0.10027997421601517 995.371048144761 0.5067201608691134 989.8679526797421 -0.3579426982100009 497.35715947078864 -0.9240715877905512 11.188807478464074
83 830 0.19408165456226678 0 0.07574327192581895 1.232669369348163 0.1616723191842862 995.2394628350661 0.4561761819821857 989.9494675967393 -0.37380781072957103 497.62662931576506 -0.9428826036755684 10.23412687199449
84 840 0.17578618241858554 0 0.0382908664315316 1.1911867838002874 0.08603421158395921 995.4777223836218 0.6411179090521311 989.9861582548465 -0.42764962852413135 497.48976567337945 -0.9108549234556244 11.108148901575793
85 850 0.15841330239219403 0 0.061613069890730614 1.2528421344941585 0.0854998667102225 995.2274295285712 0.5062836161269495 990.5605422282891 -0.360506852659766 497.4376249920399 -0.9475981573683611 10.057746995441411
86 860 0.15264512636924701 0 0.0501866891031261 1.206369897785627 0.0984937044115475 995.1813806124063 0.4858928685513795 990.1015370352839 -0.29128620545514367 497.3349778665829 -0.9404961518979864 10.691704788984179
87 870 0.15066585891239162 0 0.03189429265364359 1.269813536186159 0.08915711757034736 995.1641012859184 0.32300886847691607 989.7453776672504 -0.17700081587811703 497.1622951062884 -0.9518836537970242 10.946716153852051
88 880 0.14260857020055273 0 0.04320303278529032 1.2090630259709858 0.23292610450599927 995.0600617774057 0.3910963518613472 990.3660022747367 -0.32353633089016187 497.4368334628386 -0.9683885203499553 10.833459448468247
89 890 0.14510910405439456 0 0.03164426213726789 1.297099273436416 0.206611813960259 994.9640496665744 0.19565517288237064 989.8231017959237 -0.20320198217300803 497.191166196424 -0.9516329891841818 10.491016470071914
90 900 0.14950994495235254 0 0.04463789366998366 1.3115485323561502 0.10602651741288813 995.1410596512213 0.2985546334252752 989.5634417791596 -0.2171111664060965 497.18885310431665 -0.9438791509558518 10.422533462102221
91 910 0.14500411865249394 0 0.02176627776924036 1.273649723286688 0.07549676688771446 995.1677317884033 0.3694985244597678 989.0825133386473 -0.21850718990731705 497.2027021969552 -0.94280316991397 10.867457212269532
92 920 0.14588863709762612 0 0.02449916352620047 1.2891893835451294 -0.03504606590438833 995.2978756366716 0.39255793987528265 989.1825076465501 -0.13652459921910098 497.44587613853315 -0.9484020426794193 11.315454640008769
93 930 0.13424402354066262 0 0.0181281024084397 1.2854313533936275 -0.00975427371224459 995.0677955761255 0.3978615561943509 989.1357264599447 -0.16029653274748248 497.13723625957635 -0.9527495383186255 11.28055066731865
94 940 0.1328369084318987 0 0.03397753904239651 1.26393370186915 0.03843197287987752 995.0085453551031 0.4501722414189844 988.9325966527159 -0.24609928769532152 497.5585969440871 -0.9505315509030634 11.363208673480178
95 950 0.11992797606799602 0 0.014336806428291986 1.3304599719065395 0.03625000851007863 994.9073708891208 0.23718129012658581 989.4062195301636 -0.08574359127207876 497.34516385549085 -0.947074567136096 11.288507939731655
96 960 0.1214432761984722 0 0.026911237785937403 1.3303031918558026 -0.13619584641316762 995.0865582258133 0.33591699815983417 989.1052186034439 -0.008100580724802131 497.2870254094005 -0.9412041648245185 11.75412785761705
97 970 0.12378721976076984 0 0.012970127794672437 1.3532324137185552 -0.08057283310666866 995.0439924686218 0.2607396220389381 989.2676966398819 -0.016256456960224833 497.4080651486255 -0.9432692393542536 11.596987958597081
98 980 0.12371230802845837 0 0.013721199797793501 1.4047387221611918 -0.05573911781246678 994.8635640391755 0.09775869609941079 989.3998456638018 0.07885283023274163 497.303169835487 -0.9556842990996117 11.39727806028899
99 990 0.12438708902110447 0 0.013706132197432863 1.3897361746111916 -0.0282134006153742 995.0498104865327 0.12705509964963957 990.0724889015063 0.02875750528112753 497.62594348638567 -0.9564207259053963 11.106626450866788
100 1000 0.1219024339071438 0 0.01907632748664537 1.4124500084223102 -0.024166075841991604 994.9841913327956 -0.010565715570800174 989.4809676511683 0.15403422635492797 497.3417122937751 -0.9679123693566835 11.548972850386267
101 1010 0.11208966209765193 0 0.013581471435755577 1.4026434302014046 -0.13731418587605773 994.9868547164374 0.18801388801572994 989.0470052644513 0.0686103096354003 497.2204995100917 -0.9596315087911088 11.41508046495091
102 1020 0.10025354015299567 0 0.017095304490295577 1.4215380957431842 -0.0807169919196606 994.9023332996679 0.06792865955322351 989.5283974125307 0.11617578916303828 497.2947132303192 -0.9483372888040734 11.385933214463188
103 1030 0.08782309472351334 0 0.01788042289146762 1.411234904320528 -0.1363693620154196 995.1489021842461 0.12606307653876303 989.0898134060899 0.13413338587004286 497.4171417847418 -0.9670278239354734 11.74772226846268
104 1040 0.07918408046468701 0 0.011957638788667908 1.3724898715191185 -0.023234145802327466 995.054477143836 0.1617047801046645 989.436455468312 0.005334768434572715 497.358541877008 -0.9397984536432387 11.425683739760332
105 1050 0.0801004056212 0 0.012905324124797739 1.4317021099906133 -0.008033015797275563 994.8965988868715 -0.05123809370608476 989.7924219744597 0.15365994920213807 497.38418678071724 -0.955377010583875 11.480448947269188
106 1060 0.07971685476540964 0 0.011765899440308107 1.3782593575823816 0.11590531565084725 994.865153389532 0.001956018333220802 989.5431451794018 0.019216756856934532 497.3768312210362 -0.9475586323668778 11.21504745201827
